Page ID,Page name,Disclaimer,Amount spent (USD),Number of ads in Library
"246,945,988,707,578.00 ",CUB Español Illinois,CITIZENS UTILITY BOARD,≤100,1
"474,316,810,312.00 ",City of Corona - City Government,City of Corona,≤100,1
"1,639,909,649,421,450.00 ",WisconSUN powered by Invenergy,Invenergy,≤100,1
"39,171,898,761.00 ",Roy Zimmerman,Metaphor Records,≤100,3
"472,811,836,234,923.00 ",Fred Akshar,Akshar For Sheriff,≤100,1
"106,364,528,681,319.00 ",Women's Health Connection Michigan,Real Voices Media,≤100,1
"100,928,241,585,558.00 ",National Jewish Advocacy Center,"NATIONAL JEWISH ADVOCACY CENTER, INC.",≤100,3
"147,523,538,641,547.00 ",Capitol Ministries,CAPITOL MINISTRIES,≤100,1
"101,503,055,364,951.00 ",Islamorada Community Alliance,Islamorada Community Alliance Inc,≤100,1
"300,879,470,268,608.00 ",Connecticut HDCC,CTMT,≤100,1
"101,713,629,193,587.00 ",David Goerg -  Journalist,David Helaman Goerg,≤100,1
"107,178,831,882,244.00 ",San Diego Signal,San Diego Signal,≤100,8
"192,036,794,235,483.00 ",Workers Unite! Film Festival,Andrew J Tilson,≤100,1
"271,922,782,456.00 ",Community Mental Health Association of Michigan,MICHIGAN ASSOCIATION OF COMMUNITY MENTAL HEALTH BOARDS,≤100,1
"236,744,524,920,470.00 ",Net Positive,"Target Marketing Digital Marketing Agency, LLC",≤100,3
"143,845,722,337,681.00 ",Westminster Town Hall Forum,WESTMINSTER PRESBYTERIAN CHURCH,≤100,3
"274,975,862,998,213.00 ",Profs and Pints,Profs and Pints,≤100,8
"270,826,723,039,149.00 ",The Coalition to Protect Americas National Parks,"COALITION OF NATIONAL PARK SERVICE RETIREES, INC.",≤100,9
"187,970,471,246,998.00 ","The Crone Law Firm, PLC",Crisp,≤100,5
"311,106,976,024,642.00 ",Duwamish Longhouse and Cultural Center,DUWAMISH TRIBAL SERVICES,≤100,2
"234,883,080,791,381.00 ",Greene County Sentinel News,John M Stafford,≤100,1
"102,252,122,442,327.00 ",House On Fire,The CLEO Institute,≤100,4
"76,073,377,041.00 ",PIX11,These ads ran without a disclaimer,≤100,1
"101,308,925,134,403.00 ",BlackPush Inc.,BlackPush Inc,≤100,1
"103,460,651,712,789.00 ",Equity Intersection,Equity Intersection,≤100,1
"1,744,209,889,166,710.00 ",The Flag,"Tag The Flag, LLC",≤100,1
"106,208,055,384,170.00 ",Scissors & Scotch,These ads ran without a disclaimer,≤100,1
"475,220,915,566.00 ","Scott H. Palmer, PC","Scott H. Palmer, P.C.",≤100,1
"110,630,997,915,803.00 ",North Dakota for Term Limits,North Dakota for Term Limits,≤100,1
"146,480,838,705,324.00 ",Oklahoma Fraternal Order of Police,Oklahoma Fraternal Order of Police,≤100,4
"113,545,460,414,372.00 ",Carter Heyward,Carter Heyward,≤100,14
"150,127,528,352,944.00 ",Food Integrity Campaign,GOVERNMENT ACCOUNTABILITY PROJECT INC,≤100,8
"174,941,115,857,811.00 ",Campaign for Southern Equality,Campaign for Southern Equality,≤100,1
"302,103,665,493.00 ",Catholic Charities of New York,Catholic Charities Archdiocese of New York,≤100,13
"42,291,193,895.00 ",Colorado Coalition for the Homeless,"COLORADO COALITION FOR THE HOMELESS, THE",≤100,1
"314,964,416,195.00 ",American Seniors Association,AMERICAN SENIOR ASSOCIATION,≤100,2
"2,007,361,039,550,040.00 ","Center for Free, Fair, and Accountable Democracy","CENTER FOR FREE, FAIR, AND ACCOUNTABLE DEMOCRACY, INC.",≤100,3
"61,942,245,080.00 ",Oregon Center for Public Policy (OCPP),OREGON CENTER FOR PUBLIC POLICY,≤100,1
"243,605,012,672,167.00 ",Greg Casar,GREG CASAR FOR CONGRESS,≤100,7
"100,516,335,998,181.00 ",Locomotive Solar,Locomotive Solar,≤100,1
"100,669,759,529,540.00 ",Resist 46,Resist 46,≤100,7
"100,986,012,759,604.00 ",Dr. Anthony D. Coleman For Jonesboro City Council-Ward 6,Anthony Demond Coleman,≤100,3
"103,210,743,084,765.00 ",Resonate,Resonate,≤100,6
"370,345,423,898.00 ",Alaska Children's Trust,Alaska Children's Trust,≤100,2
"108,471,008,637,861.00 ",We Care for WA,SEIU Healthcare 1199NW,≤100,3
"977,372,062,275,777.00 ",Laredo Firefighters Local 872,Laredo Fire PAC,≤100,1
"210,214,622,426,593.00 ",Nexus Family Healing,NEXUS,≤100,5
"148,100,825,232,069.00 ",Commissioner Christian Y Leinbach,Leinbach for Commissioner,≤100,1
"115,506,229,996,657.00 ",José Leyva Asesor Integral,JLL BUSINESS & ADVANTAGES LLC,≤100,1
"555,542,987,983,302.00 ",Rank the Vote Oklahoma,Rank the Vote Oklahoma,≤100,1
"101,618,306,074,204.00 ",theblackmompage,These ads ran without a disclaimer,≤100,1
"1,785,745,205,031,540.00 ",Java's Compost,These ads ran without a disclaimer,≤100,2
"152,185,024,462.00 ",Louisiana Right to Life,Louisiana Right to Life,≤100,1
"392,403,244,214,360.00 ","Grace Farms, CT","GRACE FARMS FOUNDATION, INC.",≤100,6
"101,831,304,856,606.00 ",La Mesa Boricua de Florida,Maruxa D Cardenas,≤100,1
"527,930,823,935,849.00 ",Chaleff Rehwald Peterson,"Chaleff Rehwald, Inc.",≤100,5
"150,663,765,012,441.00 ",Warren County KY Gov,Warren County Government,≤100,1
"106,706,932,722,061.00 ",Hunger Free Colorado,HUNGER FREE COLORADO,≤100,3
"416,913,748,508,616.00 ",We Welcome,We Welcome Refugees,≤100,1
"12,044,622,723.00 ","Museum of Science, Boston",MUSEUM OF SCIENCE,≤100,1
"236,341,397,286,388.00 ",Pique,Pique Media PBC,≤100,5
"263,311,807,031,163.00 ",Sasha Issenberg,EmmKay Media,≤100,1
"122,171,757,830,704.00 ",Travel Research Online,Travel Research Online,≤100,1
"161,901,073,855,901.00 ",City of Wichita- Government,City of Wichita,≤100,1
"1,327,559,570,587,830.00 ",The Bail Project,"BAIL PROJECT, THE",≤100,2
"30,483,796,572.00 ",Ecology Center,"ECOLOGY CENTER, THE",≤100,1
"103,830,841,978,849.00 ",La Pura Neta,La Pura Neta,≤100,8
"171,920,616,312,372.00 ",Capital Area Immigrants' Rights Coalition - CAIR Coalition,CAPITAL AREA IMMIGRANTS RIGHTS COALITION,≤100,2
"88,858,633,879.00 ",Beyond Pesticides,BEYOND PESTICIDES,≤100,1
"106,224,297,647,373.00 ",SAVE CWA,Chester Water Authority,≤100,1
"288,226,384,540,377.00 ",City of Malibu - Government,"City of Malibu, CA",≤100,7
"151,057,528,363,990.00 ",Mission Springs Water District,Mission Springs Water District,≤100,1
"102,226,952,561,964.00 ",Elect Alan D. "Devo" Lancaster Circuit Judge,Taylor Noel Diggs,≤100,1
"271,522,572,878,637.00 ",Senator René García Miami Dade Commissioner District 13,Rene Garcia,≤100,1
"100,568,045,127,253.00 ",Neighbors Shaping Ammon's Future,Neighbors Shaping Ammon’s Future,≤100,1
"112,203,121,682,194.00 ",Deviate from Denial Book,Pubvendo LLC,≤100,5
"106,348,486,169,704.00 ",Moms for America,Moms for America INC,≤100,1
"101,810,652,152,706.00 ",Ship It Zero,PACIFIC ENVIRONMENT AND RESOURCES CENTER,≤100,2
"359,477,377,917.00 ",American Federation for Children,American Federation for Children,≤100,10
"29,717,379,728.00 ",International Justice Mission,These ads ran without a disclaimer,≤100,4
"108,793,741,599,142.00 ",Tina Simmerman for SEIU Local 509 President,Tina Marie Simmerman,≤100,2
"300,125,763,392,341.00 ",Bigger Pie Forum,Bigger Pie Forum,≤100,3
"108,392,315,125,229.00 ",Coachella Valley Times,Metric Media LLC,≤100,3
"110,537,227,535,547.00 ",Gays against Dorchester Towers,Wing Ming Infante,≤100,2
"193,950,277,300,764.00 ",Louisiana Mid-Continent Oil & Gas Association (LMOGA),LOUISIANA MID CONTINENT OIL & GAS ASSOCIATION,≤100,1
"803,317,349,816,106.00 ",Michael Melham,Mayor Michael Melham,≤100,1
"271,680,110,244,621.00 ",Jeff Dotseth for State Representative MN,Dotseth Volunteer Committee,≤100,1
"322,945,079,029.00 ",Glory Church International,GLORY CHURCH INTERNATIONAL,≤100,2
"801,964,339,916,055.00 ",Commissioner Jesse Gonzalez,Jesse Gonzalez,≤100,1
"287,789,785,155,313.00 ",State Representative Danny McCormick,Elect Danny Mccormick,≤100,2
"39,897,949,829.00 ",Texas Watch,TEXAS WATCH,≤100,2
"269,207,846,767,956.00 ",Untapped Potential,UNTAPPED POTENTIAL INC,≤100,3
"373,235,096,030,149.00 ",California Biotech Foundation,California Biotech Foundation,≤100,3
"44,409,199,155.00 ",Amazon Conservation Team,AMAZON CONSERVATION TEAM,≤100,2
"2,386,704,041,588,410.00 ",The Texan,The Texan,≤100,1
"16,644,371,671.00 ",Illinois Coalition for Immigrant and Refugee Rights,These ads ran without a disclaimer,≤100,2
"153,588,847,304.00 ",UNITE HERE Local 1,UNITE HERE Local 1,≤100,1
"237,882,817,461.00 ",THE NERVE,SOUTH CAROLINA POLICY COUNCIL EDUCATION FOUNDATION,≤100,1
"1,134,468,323,233,320.00 ",Carmiece Graves Law,Law Office of Carmiece T. Graves,≤100,2
"760,966,834,054,315.00 ",Democratic Party of Brown County Wisconsin,Democratic Party of Brown County,≤100,1
"1,515,018,011,854,070.00 ",Florida Democratic Party Jewish Caucus,Florida Democratic Party Jewish Caucus,≤100,1
"124,525,745,607,786.00 ",Dr. Nereyda Cantu- LaJoya ISD Board Member,Nereyda Cantu,≤100,1
"190,037,676,426.00 ",Women's Advocates,Women's Advocates,≤100,2
"1,550,724,111,880,340.00 ",HEAL California,California OneCare Education Fund,≤100,2
"467,503,009,987,109.00 ","Healthy Forests, Healthy Communities","Healthy Forests, Healthy Communities",≤100,1
"285,921,994,762,191.00 ",San José Environmental Services,"Environmental Services, Ctiy of San José",≤100,2
"434,635,993,263,210.00 ","King County, Washington - Government","King County, WA",≤100,2
"104,775,027,706,678.00 ",Assemblywoman Sarah Clark - AD 136,Sarah Clark for Assembly,≤100,1
"594,519,783,957,655.00 ",Citizens for National Security,Citizens For National Security,≤100,1
"452,797,224,923,658.00 ",The Democratic Coalition,THE DEMOCRATIC COALITION,≤100,7
"94,383,715,886.00 ",Metro,METRO,≤100,1
"108,839,063,918,549.00 ",Hester for State Rep,Hester for State Rep,≤100,1
"46,408,219,038.00 ",Moxley Carmichael,MOXLEY COMMUNICATIONS INC,≤100,1
"210,937,299,260,017.00 ",USA Features Media,USA Features Media LLC,≤100,1
"104,895,782,090,176.00 ",Olafson for District 10 State Senate,Olafson For Senate,≤100,2
"143,027,005,905,095.00 ","C. A. Goldberg, PLLC",Crisp,≤100,4
"100,124,709,108,034.00 ",Patriot One News,Matt Clark Agency,≤100,3
"122,097,528,530.00 ",West Central Tribune,Forum Communications,≤100,1
"120,508,174,766,712.00 ",Rejuvenating Women,Rejuvenating Women,≤100,1
"197,374,340,229.00 ",E2 - Environmental Entrepreneurs,E2 (Environmental Entrepreneurs),≤100,1
"106,871,321,243,773.00 ","Rock Island Investments, LLC",Rock Island Investments LLC,≤100,2
"108,920,208,271,190.00 ",Support Women Vet-her-ans,QueenVet Essentials. LLC DBA Support Women Vet-her-ans,≤100,1
"104,916,968,538,177.00 ",TIS 이주공사,TIS VISA CORPORATION,≤100,1
"407,848,989,230,502.00 ",The Rational Middle,"Rational Middle Media Group, LLC",≤100,2
"126,815,818,975.00 ",Global Fund for Children,GLOBAL FUND FOR CHILDREN (THE),≤100,1
"96,286,403,078.00 ",iHeartDogs.com,HomeLife Media,≤100,1
"184,612,575,302,734.00 ",Buy American Campaign,Buy American Campaign,≤100,1
"989,693,407,712,123.00 ",Brainerd Dispatch,Forum Communications,≤100,1
"213,311,252,017,491.00 ",Chambers for Innovation and Clean Energy,Chambers for Innovation and Clean Energy,≤100,1
"10,150,124,349,775,000.00 ","Riddle & Brantley, LLP","RIDDLE & BRANTLEY, LLP",≤100,1
"136,147,071,970,957.00 ",Dr. Carla Wyatt for Harris County Treasurer,Antron Derrell Johnson,≤100,2
"229,087,838,017,376.00 ",Great Northwest Forests,Strategy Solutions,≤100,27
"111,564,223,958,042.00 ",Ending Disease Documentary,Crushed Planet,≤100,1
"167,843,913,240,609.00 ","Sweeney Merrigan Law, LLP","Sweeney Merrigan Law, LLP",≤100,1
"254,951,067,939,920.00 ",The Land Institute,THE LAND INSTITUTE,≤100,2
"774,145,239,362,591.00 ",Positively Elkhart County,Jessica June Koscher,≤100,2
"110,615,153,902.00 ",Alabama Policy Institute,"ALABAMA POLICY INSTITUTE, INC.",≤100,2
"1,832,245,947,018,800.00 ",Chris Rose for US Senate - WV,ROSE FOR WEST VIRGINIA,≤100,1
"195,546,375,168.00 ",Grand Forks Herald,Forum Communications,≤100,1
"108,433,238,844.00 ",CWEB,CWEB Inc.,≤100,10
"282,536,788,457,423.00 ","Center For Family Life and Recovery, Inc.","CENTER FOR FAMILY LIFE AND RECOVERY, INC.",≤100,1
"220,613,264,879.00 ",MATFORCE - Working together to reduce substance abuse,Matforce,≤100,1
"114,638,563,842.00 ",Mitchell Republic,Forum Communications,≤100,1
"134,307,019,291.00 ",Echo Press,Forum Communications,≤100,1
"585,717,161,574,553.00 ",City of Plant City Government,City of Plant City,≤100,2
"298,147,117,056,532.00 ",Protect Our Water Jackson Hole,Protect our Water Jackson Hole,≤100,3
"50,714,237,985.00 ",The Rutherford Institute,RUTHERFORD INSTITUTE,≤100,12
"109,038,335,154,690.00 ",Clear Mountain Energy Center,Clermont County Solar Project,≤100,1
"103,234,915,883,299.00 ",Jenny Gonzalez Seguros,Jimenez and Financial Group LLC,≤100,1
"101,222,089,314,026.00 ",Lulu Water,These ads ran without a disclaimer,≤100,1
"880,743,112,015,199.00 ",Community Progress Council,COMMUNITY PROGRESS COUNCIL INC,≤100,1
"148,882,779,551.00 ",AARP Indiana,AARP,≤100,1
"552,620,208,132,666.00 ",Public Water Now,Public Water Now,≤100,1
"1,491,589,954,480,800.00 ",Ed Butler for TN,Ed Butler,≤100,1
"1,389,874,181,038,270.00 ","Somberg Law, PLLC",Thomas Evan Nalian,≤100,1
"205,692,999,442,551.00 ",Oconee County Georgia Democrats,Oconee County Democratic Committee,≤100,1
"939,142,902,771,066.00 ",The American Leader,THE AMERICAN LEADER,≤100,2
"489,569,258,067,182.00 ","Clarissa Webster, District Clerk",Campaign to Re-Elect Clarissa Webster District Clerk,≤100,1
"165,674,110,118,949.00 ",Clearing out the Clutter,Colin D Moore,≤100,2
"706,776,919,665,694.00 ","Rudy - Las Vegas, Henderson, Southern Nevada",Rudy A Pamintuan,≤100,1
"190,953,964,261,372.00 ",Coast Electric Power Association,Coast Electric Power Association,≤100,1
"109,775,918,462,591.00 ",JokeTown Mic Drops,These ads ran without a disclaimer,≤100,1
"115,910,217,794,358.00 ",Darlene Dunmeyer For School Board,Darlene Dunmeyer for School Board,≤100,1
"100,460,712,855,465.00 ",Colorado Informed,Colorado Informed,≤100,1
"100,765,221,381,239.00 ",Dawn Addis for the Central Coast,Dawn Addis for Assembly 2022,≤100,1
"156,878,802,610.00 ",Voter Choice Arizona,Voter Choice Arizona,≤100,3
"1,365,405,516,861,390.00 ",Ohio Propane Gas Association,CR,≤100,1
"1,650,167,181,867,680.00 ","Madison County, MS Government","MADISON, COUNTY OF",≤100,7
"1,013,391,422,160,720.00 ",Re-Elect Dr. Jane Gillette for MT House,Dr Jane Gillette for Montana,≤100,1
"943,569,969,049,086.00 ",Javier Maza/ Consultor Politico,Luis Javier Maza Perez,≤100,1
"695,761,327,101,678.00 ",ExtraFood.org,EXTRAFOOD.ORG,≤100,1
"91,825,280,193.00 ",Osceola County,Osceola County Government,≤100,2
"1,424,451,997,829,970.00 ",Lois Kolkhorst,Lois W. Kolkhorst Campaign,≤100,1
"131,664,893,560,695.00 ",Origins OSU,Origins: Current Events in Historical Perspective,≤100,1
"110,760,245,177,659.00 ",Save America,Save America,≤100,1
"186,314,388,125,261.00 ",National Council of Jewish Women Arizona,National Council of Jewish Women Arizona,≤100,4
"110,061,211,826,988.00 ",Kids of Ukraine,These ads ran without a disclaimer,≤100,3
"101,802,636,142.00 ",Volunteers of America Ohio & Indiana,Volunteers of America Ohio & Indiana,≤100,1
"138,522,439,260.00 ",Sierra Club North Star Chapter,Sierra Club,≤100,2
"111,839,087,214,971.00 ",Vot-ER,VotER,≤100,1
"108,913,948,693,030.00 ",kmgmediaco,These ads ran without a disclaimer,≤100,1
"1,534,290,989,956,160.00 ",Philanthropy Roundtable,"PHILANTHROPY ROUNDTABLE, THE",≤100,8
"341,188,284,587.00 ",AARP Alaska,AARP,≤100,1
"102,139,473,197,021.00 ",Local Motion,"PEDNET COALITION, INC.",≤100,1
"33,072,273,262.00 ","Little Rock, Arkansas",Little Rock Convention & Visitors Bureau,≤100,1
"644,363,822,285,953.00 ",The Nature Conservancy in Wisconsin,NATURE CONSERVANCY,≤100,1
"100,836,772,831,321.00 ",Vote Julia Hupperts NOHOA Board,Sarah Flynn Hupperts,≤100,1
"106,609,109,378,861.00 ",H2O Hero,Monroe County Department of Environmental Services,≤100,11
"49,658,972,436.00 ",Center for Rural Affairs,CENTER FOR RURAL AFFAIRS,≤100,2
"105,538,688,731,146.00 ",Box Programming,These ads ran without a disclaimer,≤100,1
"201,732,943,491,743.00 ",Commissioner Iliana Holguin,Iliana Holguin Campaign,≤100,3
"81,517,275,796.00 ",UNICEF USA,UNITED STATES FUND FOR UNICEF,≤100,1
"490,647,300,962,512.00 ",Portland General Electric,PORTLAND GENERAL ELECTRIC COMPANY,≤100,3
"855,541,837,959,046.00 ",Re-Elect Commissioner Kevin Biederman Hollywood District 5 Team,Kevin Drew Biederman,≤100,2
"120,483,965,846.00 ",Central New York Community Foundation,CENTRAL NEW YORK COMMUNITY FOUNDATION INC,≤100,6
"106,386,158,767,588.00 ",DOPE Quick Reads,DOPE QUICK READS LLC,≤100,5
"106,546,352,258,923.00 ",Team 731 - Experience Slate,Team 731,≤100,2
"107,993,931,705,527.00 ","Paula DeBoles-Johnson, Candidate for Leon County Commission District 5",Paula Deboles Johnson,≤100,7
"142,624,619,172,967.00 ",Captivate Minds,Captivate Minds Marketing LLC,≤100,1
"102,432,685,699,079.00 ",Dr. Sydnee Smirl McElroy for House of Delegates,McElroy for House of Delegates,≤100,1
"364,833,096,870,840.00 ",Caribbean American Weekly,Caribbean American Weekly,≤100,1
"121,882,059,441,354.00 ",Francesca for Eden Prairie Schools,Francesca Pagan-Umar School Board Candidate,≤100,1
"104,316,462,367,899.00 ",Kevin Cochrane for Fort Lauderdale District 4 City Commissioner,"Kevin Cochrane, nonpartisan, for Fort Lauderdale City Commission, District 4",≤100,1
"100,279,849,403,275.00 ",Ray Gregson for St. Charles Parish School Board - District 2,Ray Gregson for St. Charles Parish School Board - District 2,≤100,1
"345,287,113,051,000.00 ",Rich Rebuilds,These ads ran without a disclaimer,≤100,2
"235,130,546,507,922.00 ",Missouri Charter Public School Association,MISSOURI CHARTER PUBLIC SCHOOL ASSOCIATION,≤100,1
"104,838,674,811,867.00 ",Ask The Lawyer Radio Show,Ask The Lawyer,≤100,1
"226,848,311,202,696.00 ",Mayor Julian Lott,Friends for Mayor Lott,≤100,1
"718,254,898,306,045.00 ",Illinois Economic Policy Institute,Illinois Economic Policy Institute,≤100,2
"416,384,822,549,260.00 ",A Better Delaware,A Better Delaware,≤100,2
"414,456,732,055,451.00 ",Faith in Action International,Faith in Action,≤100,3
"164,389,698,861.00 ",Appalachian Voices,APPALACHIAN VOICES,≤100,1
"110,381,494,770,198.00 ",United States Hispanic Business Council,United States Hispanic Business Council,≤100,1
"1,761,695,770,819,170.00 ",Accountable Iowa,IOWA ASSOCIATION FOR JUSTICE,≤100,2
"65,727,594,614.00 ",Brandon Creighton,Friends of Brandon Creighton,≤100,2
"164,779,816,968,453.00 ",Madison/St. Clair Record,The Record,≤100,3
"1,787,129,038,250,900.00 ",Cascade County Libertarian Party,Anthony Raymond Rosales,≤100,2
